phase,rating_attribute,rating_question,rating_question_details,rating_low,rating_high,stim_file,age,gender,RL_session_notice,RL_wrong_instruction,RL_wrong_instruction_n,feedback_txt_incorrect,number_str,practice_reps,session_name,stim_csv,trial_csv,condition,left_face,right_face,rewarded_resp,correct_resp,reward_prob,pre_rating_scales_loop.thisRepN,pre_rating_scales_loop.thisTrialN,pre_rating_scales_loop.thisN,pre_rating_scales_loop.thisIndex,pre_rating_stims_loop.thisRepN,pre_rating_stims_loop.thisTrialN,pre_rating_stims_loop.thisN,pre_rating_stims_loop.thisIndex,session_loop.thisRepN,session_loop.thisTrialN,session_loop.thisN,session_loop.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,real_trials.thisRepN,real_trials.thisTrialN,real_trials.thisN,real_trials.thisIndex,post_rating_loop.thisRepN,post_rating_loop.thisTrialN,post_rating_loop.thisN,post_rating_loop.thisIndex,post_neutral_face_loop.thisRepN,post_neutral_face_loop.thisTrialN,post_neutral_face_loop.thisN,post_neutral_face_loop.thisIndex,pre_rating_scale.response,pre_rating_scale.rt,practice_response.keys,practice_response.corr,practice_response.rt,real_RL_response.keys,real_RL_response.corr,real_RL_response.rt,post_rating_scale.response,post_rating_scale.rt,participant,participant_gender,skip_practice,skip_ratings,date,expName,frameRate,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1367_gender-M_age-20.png,20,M,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,43,,,,,,,,,,,,,,,,,,,,,-1,3.943,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1315_gender-M_age-16.png,16,M,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,24,,,,,,,,,,,,,,,,,,,,,-1,2.009,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1360_gender-F_age-20.png,20,F,,,,,,,,,,,,,,,,0,0,0,1,0,2,2,38,,,,,,,,,,,,,,,,,,,,,0,2.259,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1306_gender-F_age-21.png,21,F,,,,,,,,,,,,,,,,0,0,0,1,0,3,3,19,,,,,,,,,,,,,,,,,,,,,0,1.493,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1311_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,0,0,1,0,4,4,23,,,,,,,,,,,,,,,,,,,,,1,1.284,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1280_gender-M_age-18.png,18,M,,,,,,,,,,,,,,,,0,0,0,1,0,5,5,8,,,,,,,,,,,,,,,,,,,,,-2,2.751,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1378_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,0,0,1,0,6,6,48,,,,,,,,,,,,,,,,,,,,,1,8.719,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1260_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,0,0,1,0,7,7,0,,,,,,,,,,,,,,,,,,,,,0,1.984,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1307_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,0,0,1,0,8,8,20,,,,,,,,,,,,,,,,,,,,,0,1.868,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1291_gender-F_age-24.png,24,F,,,,,,,,,,,,,,,,0,0,0,1,0,9,9,12,,,,,,,,,,,,,,,,,,,,,0,1.618,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1264_gender-F_age-26.png,26,F,,,,,,,,,,,,,,,,0,0,0,1,0,10,10,1,,,,,,,,,,,,,,,,,,,,,0,2.101,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1345_gender-M_age-18.png,18,M,,,,,,,,,,,,,,,,0,0,0,1,0,11,11,32,,,,,,,,,,,,,,,,,,,,,0,1.326,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1370_gender-M_age-19.png,19,M,,,,,,,,,,,,,,,,0,0,0,1,0,12,12,44,,,,,,,,,,,,,,,,,,,,,1,2.001,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1366_gender-F_age-24.png,24,F,,,,,,,,,,,,,,,,0,0,0,1,0,13,13,42,,,,,,,,,,,,,,,,,,,,,0,1.759,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1294_gender-F_age-26.png,26,F,,,,,,,,,,,,,,,,0,0,0,1,0,14,14,14,,,,,,,,,,,,,,,,,,,,,0,0.851,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1297_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,0,0,1,0,15,15,17,,,,,,,,,,,,,,,,,,,,,-1,1.793,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1339_gender-F_age-30.png,30,F,,,,,,,,,,,,,,,,0,0,0,1,0,16,16,28,,,,,,,,,,,,,,,,,,,,,0,1.176,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1355_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,0,0,1,0,17,17,35,,,,,,,,,,,,,,,,,,,,,0,1.134,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1373_gender-F_age-30.png,30,F,,,,,,,,,,,,,,,,0,0,0,1,0,18,18,45,,,,,,,,,,,,,,,,,,,,,0,1.051,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1362_gender-F_age-24.png,24,F,,,,,,,,,,,,,,,,0,0,0,1,0,19,19,40,,,,,,,,,,,,,,,,,,,,,0,1.251,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1274_gender-F_age-33.png,33,F,,,,,,,,,,,,,,,,0,0,0,1,0,20,20,6,,,,,,,,,,,,,,,,,,,,,0,0.934,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1358_gender-F_age-32.png,32,F,,,,,,,,,,,,,,,,0,0,0,1,0,21,21,37,,,,,,,,,,,,,,,,,,,,,0,1.176,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1269_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,0,0,1,0,22,22,3,,,,,,,,,,,,,,,,,,,,,0,1.368,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1363_gender-M_age-19.png,19,M,,,,,,,,,,,,,,,,0,0,0,1,0,23,23,41,,,,,,,,,,,,,,,,,,,,,0,1.093,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1361_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,0,0,1,0,24,24,39,,,,,,,,,,,,,,,,,,,,,0,1.293,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1270_gender-F_age-30.png,30,F,,,,,,,,,,,,,,,,0,0,0,1,0,25,25,4,,,,,,,,,,,,,,,,,,,,,0,1.426,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1310_gender-F_age-28.png,28,F,,,,,,,,,,,,,,,,0,0,0,1,0,26,26,22,,,,,,,,,,,,,,,,,,,,,-1,2.793,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1318_gender-M_age-35.png,35,M,,,,,,,,,,,,,,,,0,0,0,1,0,27,27,25,,,,,,,,,,,,,,,,,,,,,0,2.101,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1341_gender-M_age-19.png,19,M,,,,,,,,,,,,,,,,0,0,0,1,0,28,28,29,,,,,,,,,,,,,,,,,,,,,1,1.793,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1290_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,0,0,1,0,29,29,11,,,,,,,,,,,,,,,,,,,,,0,0.951,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1376_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,0,0,1,0,30,30,46,,,,,,,,,,,,,,,,,,,,,1,1.001,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1377_gender-M_age-20.png,20,M,,,,,,,,,,,,,,,,0,0,0,1,0,31,31,47,,,,,,,,,,,,,,,,,,,,,1,1.259,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1323_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,0,0,1,0,32,32,26,,,,,,,,,,,,,,,,,,,,,0,3.085,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1344_gender-M_age-25.png,25,M,,,,,,,,,,,,,,,,0,0,0,1,0,33,33,31,,,,,,,,,,,,,,,,,,,,,0,4.11,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1380_gender-F_age-21.png,21,F,,,,,,,,,,,,,,,,0,0,0,1,0,34,34,49,,,,,,,,,,,,,,,,,,,,,0,1.718,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1309_gender-M_age-22.png,22,M,,,,,,,,,,,,,,,,0,0,0,1,0,35,35,21,,,,,,,,,,,,,,,,,,,,,0,1.684,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1354_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,0,0,1,0,36,36,34,,,,,,,,,,,,,,,,,,,,,0,0.751,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1347_gender-F_age-27.png,27,F,,,,,,,,,,,,,,,,0,0,0,1,0,37,37,33,,,,,,,,,,,,,,,,,,,,,0,0.843,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1289_gender-F_age-20.png,20,F,,,,,,,,,,,,,,,,0,0,0,1,0,38,38,10,,,,,,,,,,,,,,,,,,,,,0,0.684,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1279_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,0,0,1,0,39,39,7,,,,,,,,,,,,,,,,,,,,,0,0.859,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1273_gender-F_age-20.png,20,F,,,,,,,,,,,,,,,,0,0,0,1,0,40,40,5,,,,,,,,,,,,,,,,,,,,,0,0.826,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1293_gender-F_age-31.png,31,F,,,,,,,,,,,,,,,,0,0,0,1,0,41,41,13,,,,,,,,,,,,,,,,,,,,,0,0.884,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1266_gender-M_age-21.png,21,M,,,,,,,,,,,,,,,,0,0,0,1,0,42,42,2,,,,,,,,,,,,,,,,,,,,,0,0.901,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1342_gender-M_age-19.png,19,M,,,,,,,,,,,,,,,,0,0,0,1,0,43,43,30,,,,,,,,,,,,,,,,,,,,,0,0.951,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1296_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,0,0,1,0,44,44,16,,,,,,,,,,,,,,,,,,,,,0,0.984,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1285_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,0,0,1,0,45,45,9,,,,,,,,,,,,,,,,,,,,,0,1.509,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1335_gender-M_age-23.png,23,M,,,,,,,,,,,,,,,,0,0,0,1,0,46,46,27,,,,,,,,,,,,,,,,,,,,,1,1.251,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1302_gender-F_age-30.png,30,F,,,,,,,,,,,,,,,,0,0,0,1,0,47,47,18,,,,,,,,,,,,,,,,,,,,,0,1.309,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1356_gender-F_age-20.png,20,F,,,,,,,,,,,,,,,,0,0,0,1,0,48,48,36,,,,,,,,,,,,,,,,,,,,,0,1.334,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,stims\neutral_stims\id-1295_gender-F_age-26.png,26,F,,,,,,,,,,,,,,,,0,0,0,1,0,49,49,15,,,,,,,,,,,,,,,,,,,,,0,0.659,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onprettig' tot 'Zeer prettig'.,Zeer onprettig,Zeer prettig,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,attractiveness,Hoe aantrekkelijk vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onaantrekkelijk' tot 'Zeer aantrekkelijk'.,Zeer onaantrekkelijk,Zeer aantrekkelijk,stims\neutral_stims\id-1339_gender-F_age-30.png,30,F,,,,,,,,,,,,,,,,0,1,1,2,0,0,0,28,,,,,,,,,,,,,,,,,,,,,-1,4.751,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,attractiveness,Hoe aantrekkelijk vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onaantrekkelijk' tot 'Zeer aantrekkelijk'.,Zeer onaantrekkelijk,Zeer aantrekkelijk,stims\neutral_stims\id-1311_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,1,1,2,0,1,1,23,,,,,,,,,,,,,,,,,,,,,0,2.043,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,attractiveness,Hoe aantrekkelijk vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onaantrekkelijk' tot 'Zeer aantrekkelijk'.,Zeer onaantrekkelijk,Zeer aantrekkelijk,stims\neutral_stims\id-1377_gender-M_age-20.png,20,M,,,,,,,,,,,,,,,,0,1,1,2,0,2,2,47,,,,,,,,,,,,,,,,,,,,,0,3.868,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,attractiveness,Hoe aantrekkelijk vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onaantrekkelijk' tot 'Zeer aantrekkelijk'.,Zeer onaantrekkelijk,Zeer aantrekkelijk,stims\neutral_stims\id-1273_gender-F_age-20.png,20,F,,,,,,,,,,,,,,,,0,1,1,2,0,3,3,5,,,,,,,,,,,,,,,,,,,,,0,1.809,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,attractiveness,Hoe aantrekkelijk vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onaantrekkelijk' tot 'Zeer aantrekkelijk'.,Zeer onaantrekkelijk,Zeer aantrekkelijk,stims\neutral_stims\id-1361_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,1,1,2,0,4,4,39,,,,,,,,,,,,,,,,,,,,,-2,2.885,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,attractiveness,Hoe aantrekkelijk vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onaantrekkelijk' tot 'Zeer aantrekkelijk'.,Zeer onaantrekkelijk,Zeer aantrekkelijk,stims\neutral_stims\id-1280_gender-M_age-18.png,18,M,,,,,,,,,,,,,,,,0,1,1,2,0,5,5,8,,,,,,,,,,,,,,,,,,,,,-2,1.909,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,attractiveness,Hoe aantrekkelijk vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onaantrekkelijk' tot 'Zeer aantrekkelijk'.,Zeer onaantrekkelijk,Zeer aantrekkelijk,stims\neutral_stims\id-1376_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,1,1,2,0,6,6,46,,,,,,,,,,,,,,,,,,,,,1,3.143,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,attractiveness,Hoe aantrekkelijk vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onaantrekkelijk' tot 'Zeer aantrekkelijk'.,Zeer onaantrekkelijk,Zeer aantrekkelijk,stims\neutral_stims\id-1341_gender-M_age-19.png,19,M,,,,,,,,,,,,,,,,0,1,1,2,0,7,7,29,,,,,,,,,,,,,,,,,,,,,-1,1.343,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,attractiveness,Hoe aantrekkelijk vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onaantrekkelijk' tot 'Zeer aantrekkelijk'.,Zeer onaantrekkelijk,Zeer aantrekkelijk,stims\neutral_stims\id-1297_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,1,1,2,0,8,8,17,,,,,,,,,,,,,,,,,,,,,-2,2.484,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,attractiveness,Hoe aantrekkelijk vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Zeer onaantrekkelijk' tot 'Zeer aantrekkelijk'.,Zeer onaantrekkelijk,Zeer aantrekkelijk,stims\neutral_stims\id-1318_gender-M_age-35.png,35,M,,,,,,,,,,,,,,,,0,1,1,2,0,9,9,25,,,,,,,,,,,,,,,,,,,,,-2,2.068,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
